label,src,dst,target_id,status,message,input_fps,input_frame_count,input_w,input_h,output_fps,output_frames,output_w,output_h,x1,y1,x2,y2,face_detected,padded
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\222_168.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\222_168.mp4,222,done,,30.0,1228,640,480,25,25,1024,576,0,0,634,357,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\228_289.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\228_289.mp4,228,done,,25.0,597,832,480,25,25,1024,576,111,0,832,406,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\241_210.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\241_210.mp4,241,done,,30.0,839,832,480,25,25,1024,576,0,0,832,468,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\251_375.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\251_375.mp4,251,done,,25.0,353,1920,1080,25,25,1024,576,303,0,1668,768,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\252_266.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\252_266.mp4,252,done,,25.0,465,800,480,25,25,1024,576,0,0,512,288,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\253_183.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\253_183.mp4,253,done,,30.0,390,1280,720,25,25,1024,576,0,0,1280,720,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\254_261.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\254_261.mp4,254,done,,25.0,677,1280,720,25,25,1024,576,566,4,1140,327,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\257_420.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\257_420.mp4,257,done,,25.0,1126,640,480,25,25,1024,576,272,84,640,291,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\261_254.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\261_254.mp4,261,done,,25.0,427,576,480,25,25,1024,576,0,32,520,325,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\263_284.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\263_284.mp4,263,done,,30.0,483,1280,720,25,25,1024,576,0,0,1280,720,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\264_271.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\264_271.mp4,264,done,,30.0,490,832,480,25,25,1024,576,0,4,496,283,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\266_252.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\266_252.mp4,266,done,,25.0,572,704,480,25,25,1024,576,43,0,635,333,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\271_264.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\271_264.mp4,271,done,,30.0,455,640,480,25,25,1024,576,104,0,544,248,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\272_396.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\272_396.mp4,272,done,,30.0,525,1280,720,25,25,1024,576,0,0,791,445,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\284_263.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\284_263.mp4,284,done,,30.0,300,1920,1080,25,25,1024,576,0,0,1920,1080,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\288_321.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\288_321.mp4,288,done,,25.0,567,640,480,25,25,1024,576,0,0,508,286,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\289_228.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\289_228.mp4,289,done,,25.0,556,704,480,25,25,1024,576,0,0,664,374,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\292_294.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\292_294.mp4,292,done,,30.0,604,1280,720,25,25,1024,576,167,0,1119,536,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\294_292.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\294_292.mp4,294,done,,30.0,425,1280,720,25,25,1024,576,128,0,1157,579,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\321_288.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\321_288.mp4,321,done,,25.0,543,640,480,25,25,1024,576,60,0,612,311,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\324_356.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\324_356.mp4,324,done,,25.0,558,640,480,25,25,1024,576,0,21,640,381,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\337_522.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\337_522.mp4,337,done,,25.0,713,640,480,25,25,1024,576,126,0,529,227,True,False
