platform,label,src,dst,status,message
instagram_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\321_288.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\instagram_ffpp\fake\321_288.mp4,done,
instagram_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\324_356.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\instagram_ffpp\fake\324_356.mp4,done,
instagram_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\337_522.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\instagram_ffpp\fake\337_522.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\008.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\008.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\009.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\009.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\015.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\015.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\027.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\027.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\033.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\033.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\035.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\035.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\036.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\036.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\044.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\044.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\046.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\046.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\054.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\054.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\055.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\055.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\060.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\060.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\062.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\062.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\066.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\066.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\071.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\071.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\088.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\088.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\096.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\096.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\097.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\097.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\101.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\101.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\107.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\107.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\109.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\109.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\112.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\112.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\128.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\128.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\134.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\134.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\147.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\147.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\150.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\150.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\153.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\153.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\159.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\159.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\168.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\168.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\175.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\175.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\178.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\178.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\183.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\183.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\189.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\189.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\192.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\192.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\200.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\200.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\206.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\206.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\210.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\210.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\221.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\221.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\222.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\222.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\228.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\228.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\241.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\241.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\251.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\251.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\252.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\252.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\253.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\253.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\254.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\254.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\257.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\257.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\261.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\261.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\263.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\263.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\264.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\264.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\266.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\266.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\271.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\271.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\272.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\272.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\284.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\284.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\288.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\288.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\289.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\289.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\292.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\292.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\294.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\294.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\321.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\321.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\324.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\324.mp4,done,
youtube_ffpp,real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\337.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\real\337.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\008_990.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\008_990.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\009_027.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\009_027.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\015_919.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\015_919.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\027_009.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\027_009.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\033_097.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\033_097.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\035_036.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\035_036.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\036_035.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\036_035.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\044_945.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\044_945.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\046_904.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\046_904.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\054_071.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\054_071.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\055_147.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\055_147.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\060_088.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\060_088.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\062_066.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\062_066.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\066_062.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\066_062.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\071_054.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\071_054.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\088_060.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\088_060.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\096_101.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\096_101.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\097_033.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\097_033.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\101_096.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\101_096.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\107_109.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\107_109.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\109_107.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\109_107.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\112_892.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\112_892.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\128_896.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\128_896.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\134_192.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\134_192.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\147_055.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\147_055.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\150_153.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\150_153.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\153_150.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\153_150.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\159_175.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\159_175.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\168_222.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\168_222.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\175_159.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\175_159.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\178_598.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\178_598.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\183_253.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\183_253.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\189_200.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\189_200.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\192_134.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\192_134.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\200_189.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\200_189.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\206_221.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\206_221.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\210_241.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\210_241.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\221_206.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\221_206.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\222_168.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\222_168.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\228_289.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\228_289.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\241_210.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\241_210.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\251_375.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\251_375.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\252_266.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\252_266.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\253_183.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\253_183.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\254_261.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\254_261.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\257_420.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\257_420.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\261_254.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\261_254.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\263_284.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\263_284.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\264_271.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\264_271.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\266_252.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\266_252.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\271_264.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\271_264.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\272_396.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\272_396.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\284_263.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\284_263.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\288_321.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\288_321.mp4,done,
youtube_ffpp,fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\289_228.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\youtube_ffpp\fake\289_228.mp4,done,
