path,case,platform,gen,label,xception_fold1,xception_fold2,xception_fold3,xception_fold4,xception_fold5,convnext_fold1,convnext_fold2,convnext_fold3,convnext_fold4,convnext_fold5,swin_fold1,swin_fold2,swin_fold3,swin_fold4,swin_fold5,r3d_fold1,r3d_fold2,r3d_fold3,r3d_fold4,r3d_fold5,r2plus1d_fold1,r2plus1d_fold2,r2plus1d_fold3,r2plus1d_fold4,r2plus1d_fold5,videomae_fold1,videomae_fold2,videomae_fold3,videomae_fold4,videomae_fold5
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\instagram\fake_runway_026.mp4,case1_original,instagram,runway,1,0.25229195,0.18184365,0.34565726,0.31774372,0.30512765,0.18791382,0.8774243,0.82147413,0.5073139,0.37799975,0.4920356,0.33057925,0.026081098,0.09409338,0.9383221,0.85687214,0.8161134,0.9546474,0.5193385,0.57861185,0.92324704,0.8669795,0.78170586,0.76162714,0.7496374,0.031439852,0.18787657,0.28313676,0.7762839,0.8989441
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\instagram\fake_runway_027.mp4,case1_original,instagram,runway,1,0.19178137,0.24472384,0.2786615,0.29864475,0.118998006,0.18821205,0.8360867,0.7213507,0.820757,0.20110628,0.38427654,0.4527779,0.09657791,0.34064966,0.33616757,0.53166,0.85293543,0.83128005,0.51382095,0.5697928,0.6238926,0.72618294,0.572185,0.50590485,0.46727097,0.037750274,0.37785628,0.23966062,0.29706192,0.57773364
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\instagram\fake_runway_028.mp4,case1_original,instagram,runway,1,0.26903743,0.27299255,0.29997602,0.284576,0.22303843,0.19299525,0.8833366,0.8756275,0.9302051,0.35513166,0.6924341,0.36037648,0.21804436,0.47740188,0.59136933,0.7532398,0.8740772,0.91125864,0.85342485,0.81888163,0.7895584,0.8228307,0.6984066,0.7220863,0.7324991,0.13840355,0.55296975,0.6504673,0.9437118,0.80069196
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\instagram\fake_runway_029.mp4,case1_original,instagram,runway,1,0.4020106,0.26626188,0.304145,0.25982565,0.3002324,0.19713515,0.79438496,0.877739,0.9416005,0.4460347,0.6818327,0.3237007,0.15259965,0.66904247,0.603815,0.9706043,0.91204524,0.99477994,0.86877114,0.93340045,0.98438144,0.8395367,0.98387814,0.9180404,0.7887155,0.982117,0.9131358,0.9227612,0.99216896,0.9289907
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_002.mp4,case1_original,instagram,svd,1,0.4110813,0.5359258,0.3240482,0.5403479,0.43671212,0.20149878,0.9581087,0.9094255,0.41528413,0.80080885,0.9653158,0.7193836,0.9878762,0.97684664,0.9386604,0.998259,0.9862046,0.9954261,0.9835022,0.87261903,0.9951231,0.99918324,0.99952996,0.99344844,0.9906871,0.7451203,0.93564117,0.8689937,0.89185816,0.9610981
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_007.mp4,case1_original,instagram,svd,1,0.10266401,0.16391331,0.12410681,0.1127954,0.09041373,0.18520921,0.058131594,0.18421596,0.11656275,0.07172112,0.09025324,0.02209548,0.011309892,0.064830884,0.008227658,0.1357468,0.030071842,1.22669e-05,0.00045121062,0.0001136775,0.036942795,0.15065254,0.011743792,0.00091283076,1.442374e-06,0.0030515103,0.0031236487,0.023734689,0.0023596606,0.0058312714
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_008.mp4,case1_original,instagram,svd,1,0.2903768,0.39899176,0.17265955,0.24041776,0.19605544,0.20825943,0.97554195,0.940216,0.98096734,0.5319085,0.92206234,0.9935494,0.9548583,0.9627082,0.97046465,0.93189764,0.98680264,0.9951514,0.9381523,0.37894738,0.8718026,0.99677116,0.9783019,0.9835654,0.8971108,0.8837887,0.856092,0.22329238,0.9498557,0.94767237
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_009.mp4,case1_original,instagram,svd,1,0.2826415,0.1689255,0.11818141,0.10484337,0.2111727,0.19644053,0.24639733,0.40839475,0.053107902,0.11284428,0.5312664,0.020884216,0.20617388,0.3528984,0.32745323,0.99697804,0.9364014,0.9980544,0.9673178,0.6380463,0.9977787,0.992837,0.99801993,0.9909622,0.9825575,0.7237002,0.7264256,0.73478615,0.98166555,0.9007919
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_023.mp4,case1_original,instagram,svd,1,0.05037733,0.12368281,0.06108711,0.11828322,0.17182414,0.19034748,0.16072655,0.3217263,0.0963651,0.06170614,0.29993755,0.03204008,0.74609274,0.68814105,0.48151478,0.974018,0.9622852,0.9996331,0.96606,0.27064887,0.99631435,0.9817182,0.9989034,0.996357,0.9928924,0.94544977,0.86275685,0.8929832,0.9945095,0.9554855
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_024.mp4,case1_original,instagram,svd,1,0.111627996,0.39984095,0.086709365,0.116462216,0.28051782,0.19448254,0.94451046,0.8856809,0.45320135,0.6869216,0.9706461,0.57343954,0.9809491,0.94994867,0.9904406,0.9993761,0.9847231,0.999554,0.84606963,0.9805807,0.98607117,0.99338466,0.996123,0.99530905,0.9946672,0.9933589,0.9508692,0.88257974,0.99083894,0.7830775
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_027.mp4,case1_original,instagram,svd,1,0.42957893,0.46316347,0.34062228,0.2600135,0.40025112,0.2043022,0.86731696,0.88247854,0.9784466,0.6607062,0.9565531,0.9570777,0.9868913,0.8564525,0.9991374,0.9784466,0.9609151,0.9878177,0.89218736,0.71671456,0.8993868,0.90397453,0.96171397,0.9352283,0.99242276,0.44952857,0.51055753,0.18242551,0.9560224,0.24445318
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_029.mp4,case1_original,instagram,svd,1,0.19057333,0.16783154,0.28907058,0.2892211,0.104660206,0.18513554,0.70161086,0.8059378,0.5455279,0.12336561,0.6466555,0.019813737,0.8693268,0.65975463,0.3148663,0.6719013,0.33486128,0.9238675,0.6511781,0.0156486,0.6232622,0.21617696,0.51061857,0.82190335,0.8290772,0.002889581,0.5083458,0.23065974,0.9107044,0.08663207
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_036.mp4,case1_original,instagram,svd,1,0.36965632,0.40453684,0.42018318,0.28388065,0.32423538,0.19467384,0.73086804,0.36460784,0.083740406,0.127707,0.56382835,0.46034953,0.084341794,0.5256732,0.050611433,0.6987921,0.61773604,0.015588541,0.14876457,0.008283626,0.5434842,0.23283304,0.009708477,0.0061929906,0.00049747445,0.0028504557,0.002007242,0.0135061005,0.0020308548,0.005179713
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_041.mp4,case1_original,instagram,svd,1,0.16532342,0.32180625,0.17161581,0.14866412,0.17047347,0.19015943,0.20513691,0.3136825,0.15655571,0.109801196,0.08291986,0.031588882,0.049451128,0.12874405,0.042483207,0.7507356,0.67082393,0.92206234,0.7144413,0.13145171,0.966347,0.9805807,0.9219218,0.9598375,0.91413754,0.47310185,0.95822614,0.7302418,0.4048236,0.6870529
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_051.mp4,case1_original,instagram,svd,1,0.26502362,0.29067877,0.23313843,0.4642829,0.23611969,0.19387132,0.9801103,0.94433105,0.9968945,0.79692537,0.99877447,0.9622143,0.99457306,0.99368566,0.99871314,0.99837387,0.89506495,0.9993268,0.8794577,0.5076593,0.9849128,0.9957684,0.9785903,0.99396133,0.92296976,0.53770524,0.8507168,0.75110084,0.97510713,0.8047131
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_056.mp4,case1_original,instagram,svd,1,0.14199378,0.18513554,0.16411416,0.14128143,0.28249303,0.18557793,0.34121883,0.39676186,0.21967211,0.15746048,0.689985,0.024774553,0.18661332,0.54713136,0.07502378,0.96253246,0.8657925,0.9955835,0.94772077,0.15810935,0.7967673,0.98977125,0.9609151,0.96795994,0.9729081,0.11656275,0.7962132,0.5526,0.82111585,0.45312572
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_057.mp4,case1_original,instagram,svd,1,0.33884242,0.3913478,0.27732617,0.18395984,0.15373966,0.19521025,0.26137808,0.6753097,0.3136562,0.13898684,0.4985733,0.09543373,0.7897004,0.75303555,0.29329062,0.99877197,0.9492946,0.9999505,0.9722835,0.8746137,0.99371004,0.96347195,0.9946774,0.9939261,0.9670388,0.9827572,0.95659363,0.9431908,0.99178034,0.947381
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_058.mp4,case1_original,instagram,svd,1,0.10785962,0.23704568,0.18395984,0.083665505,0.14866412,0.20271926,0.6581429,0.38231438,0.44583395,0.4361543,0.9876639,0.8524448,0.98024315,0.8872046,0.96347195,0.86060363,0.87445295,0.7588012,0.48285586,0.03967603,0.8946515,0.8301815,0.650717,0.9342753,0.5533846,0.96826136,0.9458513,0.80154777,0.9588471,0.8893368
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_060.mp4,case1_original,instagram,svd,1,0.4249339,0.3387604,0.23200549,0.467742,0.18892181,0.2047789,0.954393,0.7354992,0.3852274,0.6243508,0.98427594,0.28560853,0.9158842,0.97436166,0.90013546,0.9932288,0.7947038,0.91018677,0.9509604,0.016075421,0.99240804,0.97730595,0.9702116,0.78332627,0.8345418,0.49279833,0.84928495,0.8724018,0.97298527,0.874292
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_063.mp4,case1_original,instagram,svd,1,0.50035095,0.30280325,0.32748008,0.37722516,0.34919977,0.19624792,0.5404237,0.6255525,0.21808594,0.917746,0.9265699,0.004256349,0.58634526,0.6900894,0.084040605,0.9750598,0.86776584,0.9970421,0.86350673,0.007218752,0.9152046,0.99401975,0.9736447,0.9615338,0.7391872,0.3395538,0.9674718,0.78208053,0.49469015,0.71844625
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_071.mp4,case1_original,instagram,svd,1,0.28547153,0.2893717,0.1838133,0.19597849,0.08258629,0.1924255,0.9719925,0.8576489,0.8061669,0.6469762,0.89176387,0.89889973,0.9827406,0.89358836,0.852199,0.97503597,0.9064877,0.98980075,0.85687214,0.51327205,0.91383046,0.9864157,0.99025387,0.8713654,0.95230865,0.11951086,0.9828562,0.926337,0.39650622,0.9600627
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_072.mp4,case1_original,instagram,svd,1,0.25063756,0.25991955,0.29209024,0.24364245,0.20414351,0.19958088,0.9344251,0.58008444,0.2578585,0.31457675,0.9355235,0.4343413,0.9948403,0.9333094,0.73692155,0.9683214,0.8817677,0.9989759,0.869991,0.03240552,0.8977402,0.9922144,0.992837,0.9692369,0.9405172,0.2537223,0.91030645,0.7286035,0.75676227,0.86112994
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_088.mp4,case1_original,instagram,svd,1,0.19421495,0.20665379,0.18513554,0.14390808,0.32707694,0.20311415,0.5825504,0.6885731,0.5705557,0.16337869,0.82768893,0.22781274,0.57057065,0.6539561,0.59760785,7.602479e-05,0.007374366,0.1908748,0.012564227,0.00096786156,0.17525558,0.2414894,0.019014435,0.0072749583,0.009633653,0.0017106998,0.0022650503,0.011008187,0.0012619579,0.0018172832
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_108.mp4,case1_original,instagram,svd,1,0.3709942,0.5001831,0.43830994,0.47866592,0.46340823,0.20410384,0.8073847,0.5995731,0.87966454,0.22914687,0.98545444,0.68836373,0.8821743,0.89029425,0.979784,0.9012275,0.9142142,0.9950659,0.8660759,0.08411582,0.89912134,0.99664307,0.9566342,0.9805248,0.96741027,0.94834626,0.65869194,0.38725576,0.91022664,0.10961043
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_109.mp4,case1_original,instagram,svd,1,0.24287842,0.09069522,0.118232295,0.23881637,0.099208094,0.20087102,0.6183772,0.42402995,0.427815,0.25362986,0.9452985,0.08291986,0.59231293,0.9244834,0.9400786,0.5730812,0.03327394,0.84038997,0.21535073,0.0010242064,0.36714268,0.23673674,0.13117322,0.08210663,0.012552119,0.0027576222,0.007876706,0.013742321,0.007066401,0.022286188
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_115.mp4,case1_original,instagram,svd,1,0.25036252,0.20291662,0.23638399,0.1930713,0.3093366,0.20008837,0.38956106,0.84556025,0.15882559,0.5994265,0.88868636,0.056184538,0.85403454,0.8708721,0.43398148,0.97423947,0.93257624,0.99613816,0.8756275,0.4831302,0.9390248,0.9933589,0.957715,0.9737197,0.9720191,0.1777395,0.8938666,0.36880344,0.97517824,0.2825425
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_130.mp4,case1_original,instagram,svd,1,0.18126321,0.27791372,0.12890846,0.2303133,0.25673878,0.20153807,0.8833115,0.78423643,0.37574944,0.28412887,0.94068086,0.72131395,0.9500415,0.9280184,0.99922514,0.99564314,0.9360516,0.9763105,0.9755304,0.23961614,0.9846199,0.97925514,0.9393595,0.9719393,0.9608783,0.6189964,0.9122409,0.85675234,0.98242307,0.9214283
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_140.mp4,case1_original,instagram,svd,1,0.3902725,0.25954401,0.29507753,0.27899283,0.20705435,0.20354918,0.8355842,0.6434553,0.68452775,0.59108907,0.9462003,0.07963874,0.90161794,0.934455,0.5843676,0.9839708,0.8948354,0.9173767,0.9748691,0.8932163,0.9773924,0.959001,0.9871788,0.95755655,0.972336,0.084341794,0.5750959,0.6465299,0.17030092,0.567637
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_144.mp4,case1_original,instagram,svd,1,0.17335817,0.28002536,0.3201833,0.2693256,0.18528292,0.19640201,0.7169128,0.52378577,0.28001302,0.2719762,0.87763417,0.06614567,0.98482555,0.3970029,0.8311431,0.99899167,0.92827886,0.9990188,0.89382017,0.7527403,0.96989965,0.9863237,0.9727791,0.9864547,0.9836912,0.8838389,0.9382939,0.926769,0.99529994,0.8404555
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_152.mp4,case1_original,instagram,svd,1,0.12074951,0.3925115,0.20525637,0.13609089,0.16046326,0.19440605,0.87380826,0.91573364,0.13568954,0.33266258,0.3473641,0.15591201,0.11436852,0.54292387,0.3294187,0.99094474,0.91181,0.99401975,0.9572378,0.9461506,0.9636434,0.49757388,0.9584212,0.7789437,0.8472424,0.9366916,0.9346938,0.9132906,0.99273914,0.94024336
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_154.mp4,case1_original,instagram,svd,1,0.20362836,0.35987014,0.30787802,0.23708986,0.25968483,0.2026798,0.6288634,0.70288706,0.12085323,0.34662426,0.530169,0.85717136,0.9667575,0.9456759,0.7701192,0.99879813,0.9757624,0.9988796,0.9710193,0.24626137,0.9193534,0.9493885,0.9993513,0.9851576,0.9776499,0.8108536,0.9649213,0.68172675,0.7541916,0.96192914
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_157.mp4,case1_original,instagram,svd,1,0.2121504,0.30192778,0.27062476,0.3414178,0.2667391,0.19174354,0.38818306,0.47110158,0.40674412,0.30059156,0.5677194,0.02132808,0.11792721,0.47043252,0.29123276,0.9858004,0.9131358,0.9895008,0.9494355,0.28514796,0.85931,0.9140609,0.9829547,0.92421025,0.66646963,0.16899405,0.80286485,0.66722894,0.56094426,0.7576599
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_163.mp4,case1_original,instagram,svd,1,0.35170063,0.30043763,0.2742056,0.29047745,0.26255813,0.19818053,0.96267307,0.8881781,0.88778967,0.3024941,0.69453585,0.5803966,0.7368269,0.72812045,0.56052333,0.9071067,0.91946197,0.99491996,0.828627,0.92620367,0.9493885,0.9987816,0.9869419,0.8104414,0.99576014,0.96267307,0.94018847,0.81669897,0.9928509,0.9078855
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\instagram\fake_svd_164.mp4,case1_original,instagram,svd,1,0.34598863,0.2509128,0.21198724,0.25795195,0.18257123,0.19651763,0.24626137,0.45504725,0.18374003,0.12163357,0.5298108,0.015558598,0.12189465,0.4007494,0.108519174,0.9984603,0.98201376,0.99999475,0.937669,0.94287604,0.99976903,0.9828892,0.99871314,0.998259,0.9765801,0.9609883,0.930395,0.9291196,0.9668201,0.95230865
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\real\kakao_normal\00001.mp4,case1_original,kakao_normal,real,0,0.11797802,0.086477645,0.06359858,0.055106904,0.16512138,0.19360436,0.12554704,0.46054664,0.06530615,0.14021848,0.01498589,0.00061904173,0.006050398,0.021948256,0.013584392,0.80286485,0.92756045,0.6439873,0.2719158,0.0044423942,0.95735765,0.9552357,0.9027811,0.8620616,0.23528405,0.10172322,0.9235924,0.23541585,0.086323485,0.7789017
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\real\kakao_normal\00006.mp4,case1_original,kakao_normal,real,0,0.11308892,0.16762704,0.12347128,0.11951086,0.08874129,0.18546724,0.039564554,0.17820829,0.1067837,0.07237402,0.04054074,0.007218752,0.0057974006,0.040275678,0.0032162166,0.97877365,0.85615206,0.9903009,0.95460516,0.0012303581,0.95068645,0.9599126,0.99454135,0.94957596,0.95606345,0.5655687,0.95409465,0.88018054,0.7057343,0.9291838
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\real\kakao_normal\00007.mp4,case1_original,kakao_normal,real,0,0.13875328,0.2907794,0.10048073,0.13335878,0.100745834,0.19985402,0.11506276,0.1928052,0.22380088,0.07389651,0.0819963,0.39018536,0.0076881927,0.07500685,0.011984203,0.96084166,0.9761746,0.99703634,0.90938526,0.6717398,0.9498557,0.9977083,0.9863237,0.9826909,0.9590394,0.48505083,0.85102665,0.26769522,0.9360516,0.9480585
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\real\kakao_normal\00008.mp4,case1_original,kakao_normal,real,0,0.26985443,0.16566059,0.11299101,0.11124121,0.19390948,0.19417675,0.053998843,0.17816809,0.036665846,0.101144664,0.35897076,0.005030917,0.034586217,0.12405374,0.09138211,0.9716448,0.9480585,0.9911527,0.961171,0.5461936,0.9946359,0.9976357,0.97601515,0.98913974,0.9457763,0.04084572,0.40318495,0.40463978,0.7818308,0.66379154
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\real\kakao_normal\00022.mp4,case1_original,kakao_normal,real,0,0.049313605,0.09260568,0.05300977,0.0763388,0.15152934,0.18322797,0.0037654138,0.053948976,0.018528797,0.03497965,0.0015397269,0.0013172914,0.0013643618,0.0036499873,0.0041019293,0.72990495,0.90239483,0.9993538,0.96395,0.3342226,0.99460465,0.9948001,0.995858,0.98839146,0.93048984,0.8829335,0.6284929,0.8372211,0.9917163,0.8507789
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\real\kakao_normal\00023.mp4,case1_original,kakao_normal,real,0,0.02931223,0.12262824,0.03941639,0.029008126,0.08247537,0.18899663,0.036356665,0.2688814,0.09426001,0.12199922,0.030733926,0.005786155,0.011846236,0.07606381,0.09363656,0.9992387,0.9563905,0.99977833,0.92775697,0.8625833,0.99727446,0.9957848,0.9962782,0.9967524,0.99502736,0.91964257,0.9272316,0.8253083,0.985342,0.69662946
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\real\kakao_normal\00026.mp4,case1_original,kakao_normal,real,0,0.15121572,0.28537196,0.20661378,0.1127954,0.29292387,0.19938593,0.053700306,0.6183484,0.38544694,0.18090117,0.42223656,0.17816809,0.79153925,0.22835001,0.9896718,0.99679,0.9716986,0.9971495,0.9315559,0.8938666,0.9526623,0.96969944,0.9776285,0.9643886,0.9953904,0.38628584,0.5960218,0.25178567,0.9351691,0.27595824
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\real\kakao_normal\00028.mp4,case1_original,kakao_normal,real,0,0.18967114,0.15354918,0.27532452,0.27943507,0.078148484,0.1828629,0.051845472,0.54891527,0.14608724,0.08195955,0.09244169,0.007876706,0.09170697,0.18010665,0.02571159,0.99991214,0.93263763,0.99890125,0.9512329,0.91957027,0.991058,0.9827406,0.9783019,0.97838473,0.9959771,0.6353356,0.8947435,0.9612074,0.9790157,0.59310853
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\real\kakao_normal\00035.mp4,case1_original,kakao_normal,real,0,0.29696,0.31798193,0.3233267,0.22380088,0.24903609,0.19459729,0.7117566,0.3070982,0.07094482,0.1236299,0.47524002,0.41217518,0.025419652,0.55217755,0.037538007,0.99932146,0.99225944,0.9987081,0.9811488,0.45323157,0.98582757,0.99813974,0.9962782,0.98548245,0.98442644,0.5802926,0.94127744,0.6869478,0.7368742,0.8989441
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\real\kakao_normal\00040.mp4,case1_original,kakao_normal,real,0,0.09029333,0.24921878,0.12700157,0.07230848,0.12278593,0.18910892,0.1346052,0.15784954,0.13500383,0.093802445,0.006475691,0.0051897867,0.0046365354,0.018635655,0.008728267,0.12341844,0.433974,0.9178566,0.8462603,0.0007222463,0.51651925,0.93183565,0.94417685,0.4341989,0.19072402,0.00498227,0.012455653,0.05861469,0.031143833,0.014213357
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\real\kakao_normal\00050.mp4,case1_original,kakao_normal,real,0,0.07558479,0.068537496,0.06804042,0.19406216,0.068288535,0.18509872,0.015276945,0.16317858,0.18198898,0.15184349,0.28197372,0.0031175725,0.0124797,0.4438415,0.036528125,0.9924374,0.8933094,0.99567693,0.9064877,0.4436607,0.9831661,0.99635005,0.95679593,0.9893372,0.93672055,0.10338596,0.79502225,0.65406656,0.98722816,0.74120593
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\real\kakao_normal\00055.mp4,case1_original,kakao_normal,real,0,0.07416429,0.086477645,0.091788344,0.051510457,0.16046326,0.18403316,0.06711741,0.18821205,0.14086725,0.09195129,0.005652877,0.0017511967,0.0025114636,0.023984874,0.0013723688,0.9073943,0.8906752,0.98531383,0.89344895,0.025371313,0.6719147,0.98546845,0.90397453,0.97999567,0.9428497,0.06632687,0.52365637,0.33652183,0.7867867,0.28051782
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\real\kakao_normal\00056.mp4,case1_original,kakao_normal,real,0,0.16974968,0.304145,0.14884962,0.08842591,0.07030384,0.19151662,0.043325305,0.13195427,0.17670713,0.08195955,0.031114377,0.009878942,0.003463144,0.13770632,0.0020269002,0.9820999,0.86390907,0.9929542,0.632446,0.008030813,0.9517288,0.98531383,0.91062486,0.9845011,0.8474635,0.0044683847,0.3034221,0.366193,0.38508555,0.08385287
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\real\kakao_normal\00057.mp4,case1_original,kakao_normal,real,0,0.10338596,0.2224889,0.18082884,0.07382971,0.12592277,0.20044027,0.2926111,0.2748377,0.2793859,0.3197317,0.7985012,0.09089675,0.5420755,0.31658712,0.2504198,0.99999356,0.98677725,0.99944717,0.9539232,0.9929061,0.99818975,0.9981324,0.99885976,0.988425,0.99771726,0.98998636,0.97863114,0.95540243,0.9939964,0.89058006
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\real\kakao_normal\00059.mp4,case1_original,kakao_normal,real,0,0.37088025,0.17816809,0.1860581,0.29833803,0.1526628,0.19930801,0.09859886,0.17960249,0.10833038,0.08787644,0.6355618,0.0019154998,0.004416556,0.11182182,0.03406827,0.97706646,0.73885757,0.967194,0.9265035,0.0064256205,0.9190633,0.92468774,0.90998703,0.8327133,0.4124414,0.015218292,0.048541084,0.63643783,0.98387814,0.8216889
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\real\kakao_normal\00062.mp4,case1_original,kakao_normal,real,0,0.36212286,0.17064616,0.2307897,0.21036048,0.18278994,0.188847,0.0032986512,0.043731883,0.038321976,0.09568694,0.03989989,0.00019949312,0.00031076215,0.02784845,0.0007027787,0.9901211,0.73048216,0.99921143,0.93379396,0.05899303,0.99525404,0.99865675,0.99460465,0.9666002,0.97093683,0.20394525,0.88413936,0.75635755,0.50872713,0.8532415
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\real\kakao_normal\00070.mp4,case1_original,kakao_normal,real,0,0.088504665,0.21900325,0.06872476,0.18264411,0.04894862,0.18672453,0.2978942,0.21870586,0.12781583,0.089057684,0.11353044,0.012821214,0.03497965,0.13712755,0.011419616,0.9646559,0.6423203,0.83196384,0.8440237,0.04324442,0.8394052,0.9860443,0.9748691,0.6737286,0.68463975,0.3229529,0.96267307,0.8359529,0.3256814,0.9665054
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\real\kakao_normal\00071.mp4,case1_original,kakao_normal,real,0,0.16431522,0.20769641,0.23375006,0.1496556,0.20757592,0.19911328,0.8683252,0.15697525,0.21337716,0.11656275,0.1666076,0.024563087,0.34051257,0.54345775,0.027091904,0.9994746,0.97752154,0.99917847,0.9502727,0.9281487,0.9672869,0.9961755,0.9981863,0.98521465,0.97999567,0.9596487,0.97259754,0.9505489,0.9519527,0.9803186
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\real\kakao_normal\00087.mp4,case1_original,kakao_normal,real,0,0.12863456,0.14984211,0.0962801,0.10622612,0.2982869,0.20149878,0.27229053,0.42520243,0.48456302,0.10257408,0.5126316,0.11018359,0.13907452,0.26731253,0.3603202,0.99108386,0.91212356,0.99566,0.9864287,0.29920757,0.90039855,0.9868913,0.9899087,0.98178816,0.94537425,0.888372,0.90519667,0.79787195,0.9871788,0.83635414
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\real\kakao_normal\00107.mp4,case1_original,kakao_normal,real,0,0.24481408,0.25441632,0.23762016,0.17909941,0.32917604,0.20311415,0.018582148,0.28962278,0.50219727,0.106458135,0.28139943,0.02291169,0.039158374,0.15165493,0.33753097,0.9635748,0.77585965,0.97891515,0.84247476,0.18100972,0.967163,0.98498523,0.9835338,0.9537082,0.9871169,0.7966091,0.77261645,0.31231758,0.9526182,0.05845324
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\real\kakao_normal\00108.mp4,case1_original,kakao_normal,real,0,0.18907149,0.05823863,0.09276993,0.21133542,0.08254931,0.19887978,0.31326216,0.27134824,0.21251789,0.20354918,0.5137904,0.005641909,0.041152887,0.64614624,0.37857398,0.9305845,0.49252373,0.9857043,0.8030966,0.091422655,0.96182173,0.9687085,0.917746,0.86148,0.5042113,0.12142506,0.51360744,0.13240233,0.43771085,0.48912218
